address,zip
1338 Shattuck Ave,94709
1371 Shattuck Ave,94709
1385 Shattuck Ave,94709
1400 Shattuck Ave,94709
1509 Shattuck Ave,94709
1511 Shattuck Ave,94709
1513 Shattuck Ave,94709
1521 Shattuck Ave,94709
1525 Shattuck Ave,94709
1531 Shattuck Ave,94709
1535 Shattuck Ave,94709
1543 Shattuck Ave,94709
1600 Shattuck Ave,94709
1625 Shattuck Ave,94709
1700 Shattuck Ave,94709
1708 Shattuck Ave,94709
1709 Shattuck Ave,94709
1725 Shattuck Ave,94709
1797 Shattuck Ave,94709
1801 Shattuck Ave,94709
1849 Shattuck Ave,94709
1930 Shattuck Ave,94704
2039 Shattuck Ave,94704
2109 Shattuck Ave,94704
2117 Shattuck Ave,94704
2140 Shattuck Ave,94704
2150 Shattuck Ave,94704
2161 Shattuck Ave,94704
2168 Shattuck Ave,94704
2171 Shattuck Ave,94704
2270 Shattuck Ave,94704
2322 Shattuck Ave,94704
2352 Shattuck Ave,94704
2397 Shattuck Ave,94704
2425 Shattuck Ave,94704
2437 Shattuck Ave,94704
2484 Shattuck Ave,94704
2571 Shattuck Ave,94704
2807 Shattuck Ave,94705
2813 Shattuck Ave,94705
2930 Shattuck Ave,94705
2991 Shattuck Ave,94705
3011 Shattuck Ave,94705
3025 Shattuck Ave,94705
3045 Shattuck Ave,94705
3049 Shattuck Ave,94705
3113 Shattuck Ave,94705
15 Shattuck Sq,94704
46 Shattuck Sq,94704
64 Shattuck Sq,94704
3002 Smyth Rd,94720
3010 Smyth Rd,94720
3020 Smyth Rd,94720
3024 Smyth Rd,94720
3030 Smyth Rd,94720
3040 Smyth Rd,94720
394 Soda Hall,94720
1501 Solano Ave,94707
1525 Solano Ave,94707
1551 Solano Ave,94707
1580 Solano Ave,94707
1581 Solano Ave,94707
1650 Solano Ave,94707
1654 Solano Ave,94707
1685 Solano Ave,94707
1700 Solano Ave,94707
1715 Solano Ave,94707
1730 Solano Ave,94707
1737 Solano Ave,94707
1760 Solano Ave,94707
1820 Solano Ave,94707
1831 Solano Ave,94707
1859 Solano Ave,94707
1621 Sonoma Ave,94707
1 South Anx,94720
102 South,94720
2110 Spaulding Ave,94703
2118 Spaulding Ave,94703
2123 Spaulding Ave,94703
2127 Spaulding Ave,94703
2133 Spaulding Ave,94703
2225 Spaulding Ave,94703
2249 Spaulding Ave,94703
2424 Spaulding Ave,94703
25 Sports Ln,94720
1 Sproul Hall,94720
101 Sproul Hall,94720
102 Sproul Hall,94720
110 Sproul Hall,94720
127 Sproul Hall,94720
201 Sproul Hall,94720
205 Sproul Hall,94720
210 Sproul Hall,94720
212 Sproul Hall,94720
221 Sproul Hall,94720
303 Sproul Hall,94720
309 Sproul Hall,94720
326 Sproul Hall,94720
403 Sproul Hall,94720
1315 Spruce St,94709
1321 Spruce St,94709
1411 Spruce St,94709
1417 Spruce St,94709
1426 Spruce St,94709
1429 Spruce St,94709
1433 Spruce St,94709
1455 Spruce St,94709
1525 Spruce St,94709
1543 Spruce St,94709
1569 Spruce St,94709
1700 Spruce St,94709
1715 Spruce St,94709
1720 Spruce St,94709
1731 Spruce St,94709
1734 Spruce St,94709
1735 Spruce St,94709
1738 Spruce St,94709
1742 Spruce St,94709
1780 Spruce St,94709
1781 Spruce St,94709
1785 Spruce St,94709
1786 Spruce St,94709
1800 Spruce St,94709
1801 Spruce St,94709
1815 Spruce St,94709
1820 Spruce St,94709
1846 Spruce St,94709
1856 Spruce St,94709
306 Stanley Hall,94720
1639 Stannage Ave,94702
2915 Stanton St,94702
2918 Stanton St,94702
2920 Stanton St,94702
2922 Stanton St,94702
2926 Stanton St,94702
2931 Stanton St,94702
2933 Stanton St,94702
2950 Stanton St,94702
1301 Station,94720
10 Stephens Hall,94720
160 Stephens Hall,94720
220 Stephens Hall,94720
230 Stephens Hall,94720
260 Stephens Hall,94720
30 Stephens Hall,94720
320 Stephens Hall,94720
324 Stephens Hall,94720
356 Stephens Hall,94720
371 Stephens Hall,94720
460 Stephens Hall,94720
543 Stephens Hall,94720
1 Stern Hall,94720
1 Strawberry Cyn,94720
1501 Stuart St,94703
1511 Stuart St,94703
1512 Stuart St,94703
1600 Stuart St,94703
1609 Stuart St,94703
1638 Stuart St,94703
1730 Stuart St,94703
1736 Stuart St,94703
1738 Stuart St,94703
1927 Stuart St,94703
1933 Stuart St,94703
1936 Stuart St,94703
1939 Stuart St,94703
1945 Stuart St,94703
2012 Stuart St,94703
2108 Stuart St,94705
2110 Stuart St,94705
2116 Stuart St,94705
2145 Stuart St,94705
2147 Stuart St,94705
2149 Stuart St,94705
2410 Stuart St,94705
2412 Stuart St,94705
2525 Stuart St,94705
2615 Stuart St,94705
2620 Stuart St,94705
2703 Stuart St,94705
2745 Stuart St,94705
545 Student Services Bldg,94720
430S Student Services,94720
545S Student Services,94720
266 Sutardja Dai Hall,94720
345 Sutardja Dai Hall,94720
520 Sutardja Dai Hall,94720
2414 Telegraph Ave,94704
2511 Telegraph Ave,94704
2550 Telegraph Ave,94704
2556 Telegraph Ave,94704
2566 Telegraph Ave,94704
2597 Telegraph Ave,94704
2615 Telegraph Ave,94704
2616 Telegraph Ave,94704
2628 Telegraph Ave,94704
2636 Telegraph Ave,94704
2640 Telegraph Ave,94704
2718 Telegraph Ave,94705
2809 Telegraph Ave,94705
2818 Telegraph Ave,94705
2826 Telegraph Ave,94705
2850 Telegraph Ave,94705
2855 Telegraph Ave,94705
2900 Telegraph Ave,94705
2906 Telegraph Ave,94705
2915 Telegraph Ave,94705
2975 Telegraph Ave,94705
3001 Telegraph Ave,94705
3017 Telegraph Ave,94705
3021 Telegraph Ave,94705
3031 Telegraph Ave,94705
3040 Telegraph Ave,94705
3044 Telegraph Ave,94705
3045 Telegraph Ave,94705
3101 Telegraph Ave,94705
3109 Telegraph Ave,94705
3120 Telegraph Ave,94705
908 The Alameda,94707
921 The Alameda,94707
925 The Alameda,94707
1121 Tolman Hall,94720
1501 Tolman Hall,94720
1600 Tolman Hall,94720
3210 Tolman Hall,94720
4143 Tolman Hall,94720
1512 Tyler St,94703
1529 Tyler St,94703
1532 Tyler St,94703
1534 Tyler St,94703
1542 Tyler St,94703
1548 Tyler St,94703
1600 Tyler St,94703
1628 Tyler St,94703
1630 Tyler St,94703
1632 Tyler St,94703
1650 Tyler St,94703
1661 Tyler St,94703
1 Uc Berkeley Campus,94704
1017 University Ave,94710
1021 University Ave,94710
1040 University Ave,94710
1114 University Ave,94702
1122 University Ave,94702
1132 University Ave,94702
1150 University Ave,94702
1176 University Ave,94702
1180 University Ave,94702
125 University Ave,94710
1275 University Ave,94702
1280 University Ave,94702
1330 University Ave,94702
1337 University Ave,94702
1370 University Ave,94702
1414 University Ave,94702
1441 University Ave,94702
1447 University Ave,94702
1450 University Ave,94702
1472 University Ave,94702
1482 University Ave,94702
1531 University Ave,94703
1589 University Ave,94703
1614 University Ave,94703
1617 University Ave,94703
1627 University Ave,94703
1630 University Ave,94703
1702 University Ave,94703
1709 University Ave,94703
1716 University Ave,94703
1717 University Ave,94703
1721 University Ave,94703
1801 University Ave,94703
1812 University Ave,94703
1835 University Ave,94703
1904 University Ave,94704
1918 University Ave,94704
1924 University Ave,94704
1936 University Ave,94704
1941 University Ave,94704
1942 University Ave,94704
1950 University Ave,94704
1960 University Ave,94704
1962 University Ave,94704
1995 University Ave,94704
2004 University Ave,94704
2024 University Ave,94704
2029 University Ave,94704
2054 University Ave,94704
2070 University Ave,94704
2119 University Ave,94704
2131 University Ave,94704
650 University Ave,94710
811 University Ave,94710
814 University Ave,94710
101 University Hall,94720
102 University Hall,94720
127 University Hall,94720
130 University Hall,94720
131 University Hall,94720
140 University Hall,94720
171 University Hall,94720
191 University Hall,94720
192 University Hall,94720
207 University Hall,94720
317 University Hall,94720
319 University Hall,94720
41 University Hall,94720
417 University Hall,94720
451 University Hall,94720
50 University Hall,94720
570 University Hall,94720
611 University Hall,94720
615 University Hall,94720
641 University Hall,94720
650 University Hall,94720
70 University Hall,94720
1001 Valley Life Sciences Bldg,94720
1101 Valley Life Sciences Bldg,94720
1170 Valley Life Sciences Bldg,94720
3060 Valley Life Sciences Bldg,94720
3101 Valley Life Sciences Bldg,94720
2316 Valley St,94702
1735 Vine St,94703
1825 Vine St,94703
1930 Vine St,94709
2005 Vine St,94709
2024 Vine St,94709
2037 Vine St,94709
2046 Vine St,94709
2110 Vine St,94709
2111 Vine St,94709
2162 Vine St,94709
1117 Virginia St,94702
1317 Virginia St,94702
1615 Virginia St,94703
1737 Virginia St,94703
1816 Virginia St,94703
1818 Virginia St,94703
1820 Virginia St,94703
1902 Virginia St,94709
1903 Virginia St,94709
1922 Virginia St,94709
2014 Virginia St,94709
2022 Virginia St,94709
2112 Virginia St,94709
2141 Virginia St,94709
2201 Virginia St,94709
2210 Virginia St,94709
2301 Virginia St,94709
2365 Virginia St,94709
2366 Virginia St,94709
2371 Virginia St,94709
2377 Virginia St,94709
2393 Virginia St,94709
2420 Virginia St,94709
2444 Virginia St,94709
2466 Virginia St,94709
2477 Virginia St,94709
2479 Virginia St,94709
2480 Virginia St,94709
2505 Virginia St,94709
2511 Virginia St,94709
2517 Virginia St,94709
2555 Virginia St,94709
2564 Virginia St,94709
2600 Virginia St,94709
2634 Virginia St,94709
2711 Virginia St,94709
2708 Walker St,94705
1334 Walnut St,94709
1401 Walnut St,94709
1421 Walnut St,94709
1423 Walnut St,94709
1440 Walnut St,94709
1444 Walnut St,94709
1502 Walnut St,94709
1508 Walnut St,94709
1510 Walnut St,94709
1517 Walnut St,94709
1519 Walnut St,94709
1528 Walnut St,94709
1550 Walnut St,94709
1605 Walnut St,94709
1607 Walnut St,94709
1608 Walnut St,94709
1612 Walnut St,94709
1618 Walnut St,94709
1619 Walnut St,94709
1631 Walnut St,94709
1632 Walnut St,94709
1640 Walnut St,94709
1647 Walnut St,94709
1700 Walnut St,94709
1710 Walnut St,94709
1722 Walnut St,94709
1728 Walnut St,94709
1740 Walnut St,94709
1750 Walnut St,94709
1760 Walnut St,94709
1798 Walnut St,94709
1801 Walnut St,94720
1806 Walnut St,94709
1818 Walnut St,94709
1921 Walnut St,94704
1925 Walnut St,94720
1930 Walnut St,94704
1437 Ward St,94702
1500 Ward St,94703
1616 Ward St,94703
1704 Ward St,94703
1710 Ward St,94703
1712 Ward St,94703
1717 Ward St,94703
1725 Ward St,94703
1727 Ward St,94703
1824 Ward St,94703
2114 Ward St,94705
2210 Ward St,94705
2231 Ward St,94705
2307 Ward St,94705
2316 Ward St,94705
2318 Ward St,94705
2319 Ward St,94705
2339 Ward St,94705
2340 Ward St,94705
2401 Ward St,94705
2407 Ward St,94705
2411 Ward St,94705
2308 Warring St,94704
2330 Warring St,94704
2433 Warring St,94704
2437 Warring St,94704
2450 Warring St,94704
2461 Warring St,94704
2467 Warring St,94704
2546 Warring St,94704
2601 Warring St,94720
2614 Warring St,94704
2632 Warring St,94704
2636 Warring St,94704
2638 Warring St,94704
2321 Webster St,94705
2325 Webster St,94705
2417 Webster St,94705
2431 Webster St,94705
2435 Webster St,94705
2510 Webster St,94705
2609 Webster St,94705
2612 Webster St,94705
2630 Webster St,94705
2641 Webster St,94705
2705 Webster St,94705
2708 Webster St,94705
2716 Webster St,94705
2802 Webster St,94705
2837 Webster St,94705
201 Wellman Hall,94720
1806 West St,94702
1810 West St,94702
1820 West St,94702
2113 West St,94702
112 Wheeler Hall,94720
120 Wheeler Hall,94720
22 Wheeler Hall,94720
319 Wheeler Hall,94720
322 Wheeler Hall,94720
2904 Wheeler St,94705
2910 Wheeler St,94705
2915 Wheeler St,94705
2923 Wheeler St,94705
2925 Wheeler St,94705
1513 Woolsey St,94703
1515 Woolsey St,94703
1520 Woolsey St,94703
1522 Woolsey St,94703
1524 Woolsey St,94703
1528 Woolsey St,94703
1610 Woolsey St,94703
1614 Woolsey St,94703
1622 Woolsey St,94703
1624 Woolsey St,94703
1625 Woolsey St,94703
1627 Woolsey St,94703
1628 Woolsey St,94703
1632 Woolsey St,94703
1638 Woolsey St,94703
1811 Woolsey St,94703
1816 Woolsey St,94703
1900 Woolsey St,94703
1908 Woolsey St,94703
1912 Woolsey St,94703
2130 Woolsey St,94705
2140 Woolsey St,94705
2206 Woolsey St,94705
2308 Woolsey St,94705
2311 Woolsey St,94705
2320 Woolsey St,94705
2325 Woolsey St,94705
2360 Woolsey St,94705
2611 Woolsey St,94705
2638 Woolsey St,94705
2700 Woolsey St,94705
2703 Woolsey St,94705
2733 Woolsey St,94705
2842 Woolsey St,94705
6699 Woolsey St,94705
202 Wurster Hall,94720
228 Wurster Hall,94720
230 Wurster Hall,94720
232 Wurster Hall,94720
316 Wurster Hall,94720
370 Wurster Hall,94720
390 Wurster Hall,94720
477 Wurster Hall,94720
101 Zellerbach Hall,94720
